"Friday_of_Week","NFCI","ANFCI","Risk","Credit","Leverage","Nonfinancial Leverage","Detrended Credit-to-GDP Ratio"
"10/16/1992","-0.7","-0.77","-0.74","-0.12","-0.56","-1.34",""
"10/23/1992","-0.68","-0.74","-0.7","-0.13","-0.59","-1.34",""
"10/30/1992","-0.67","-0.71","-0.67","-0.14","-0.61","-1.35",""
"11/06/1992","-0.66","-0.69","-0.66","-0.15","-0.64","-1.35",""
"11/13/1992","-0.67","-0.67","-0.66","-0.16","-0.66","-1.35",""
"11/20/1992","-0.69","-0.68","-0.69","-0.17","-0.69","-1.35",""
"11/27/1992","-0.73","-0.71","-0.72","-0.18","-0.71","-1.36",""
"12/04/1992","-0.76","-0.78","-0.77","-0.18","-0.74","-1.36",""
"12/11/1992","-0.81","-0.87","-0.82","-0.18","-0.77","-1.36",""
"12/18/1992","-0.85","-0.96","-0.87","-0.18","-0.8","-1.36",""
"12/25/1992","-0.88","-1.03","-0.92","-0.19","-0.83","-1.37",""
"01/01/1993","-0.91","-1.08","-0.95","-0.19","-0.86","-1.37","-0.49"
"01/08/1993","-0.93","-1.1","-0.97","-0.19","-0.89","-1.37",""
"01/15/1993","-0.95","-1.1","-0.99","-0.19","-0.93","-1.37",""
"01/22/1993","-0.96","-1.1","-1","-0.19","-0.96","-1.37",""
"01/29/1993","-0.96","-1.09","-1","-0.19","-0.99","-1.36",""
"02/05/1993","-0.96","-1.08","-1","-0.2","-1.01","-1.36",""
"02/12/1993","-0.96","-1.08","-1","-0.2","-1.04","-1.36",""
"02/19/1993","-0.96","-1.09","-1","-0.2","-1.06","-1.35",""
"02/26/1993","-0.97","-1.09","-1","-0.21","-1.08","-1.35",""
"03/05/1993","-0.97","-1.09","-1","-0.21","-1.1","-1.34",""
"03/12/1993","-0.97","-1.08","-1","-0.22","-1.11","-1.33",""
"03/19/1993","-0.98","-1.08","-1","-0.23","-1.11","-1.33",""
"03/26/1993","-0.99","-1.09","-1.01","-0.24","-1.11","-1.32",""
"04/02/1993","-1","-1.09","-1.01","-0.25","-1.09","-1.31","-0.77"
"04/09/1993","-1","-1.09","-1.01","-0.27","-1.07","-1.3",""
"04/16/1993","-1.01","-1.1","-1.02","-0.28","-1.03","-1.29",""
"04/23/1993","-1.01","-1.1","-1.03","-0.3","-0.99","-1.28",""
"04/30/1993","-1.01","-1.11","-1.03","-0.31","-0.94","-1.27",""
"05/07/1993","-1.01","-1.11","-1.04","-0.33","-0.9","-1.27",""
"05/14/1993","-1","-1.1","-1.04","-0.34","-0.86","-1.26",""
"05/21/1993","-1","-1.1","-1.04","-0.35","-0.82","-1.25",""
"05/28/1993","-0.99","-1.09","-1.04","-0.36","-0.81","-1.25",""
"06/04/1993","-1","-1.09","-1.05","-0.37","-0.8","-1.24",""
"06/11/1993","-1.01","-1.1","-1.05","-0.38","-0.81","-1.24",""
"06/18/1993","-1.02","-1.12","-1.07","-0.39","-0.84","-1.24",""
"06/25/1993","-1.04","-1.15","-1.08","-0.4","-0.87","-1.23",""
"07/02/1993","-1.06","-1.17","-1.09","-0.41","-0.91","-1.23","-0.86"
"07/09/1993","-1.08","-1.2","-1.1","-0.41","-0.95","-1.23",""
"07/16/1993","-1.1","-1.21","-1.12","-0.41","-0.99","-1.23",""
"07/23/1993","-1.11","-1.22","-1.13","-0.41","-1.02","-1.22",""
"07/30/1993","-1.12","-1.23","-1.14","-0.41","-1.04","-1.22",""
"08/06/1993","-1.12","-1.23","-1.14","-0.4","-1.06","-1.22",""
"08/13/1993","-1.12","-1.22","-1.15","-0.38","-1.07","-1.22",""
"08/20/1993","-1.11","-1.21","-1.15","-0.37","-1.07","-1.21",""
"08/27/1993","-1.11","-1.2","-1.15","-0.35","-1.07","-1.21",""
"09/03/1993","-1.1","-1.19","-1.15","-0.34","-1.05","-1.21",""
"09/10/1993","-1.1","-1.17","-1.14","-0.33","-1.03","-1.2",""
"09/17/1993","-1.09","-1.14","-1.14","-0.32","-1","-1.2",""
"09/24/1993","-1.08","-1.11","-1.13","-0.32","-0.96","-1.19",""
"10/01/1993","-1.07","-1.09","-1.11","-0.32","-0.9","-1.19","-0.92"
"10/08/1993","-1.05","-1.07","-1.1","-0.33","-0.84","-1.18",""
"10/15/1993","-1.04","-1.05","-1.09","-0.34","-0.76","-1.17",""
"10/22/1993","-1.02","-1.03","-1.07","-0.35","-0.68","-1.17",""
"10/29/1993","-1","-1.01","-1.06","-0.36","-0.6","-1.16",""
"11/05/1993","-0.98","-0.98","-1.05","-0.38","-0.52","-1.16",""
"11/12/1993","-0.97","-0.96","-1.04","-0.39","-0.45","-1.15",""
"11/19/1993","-0.96","-0.95","-1.03","-0.41","-0.38","-1.14",""
"11/26/1993","-0.96","-0.95","-1.04","-0.42","-0.33","-1.14",""
"12/03/1993","-0.97","-0.97","-1.05","-0.44","-0.29","-1.13",""
"12/10/1993","-0.98","-1","-1.06","-0.46","-0.26","-1.13",""
"12/17/1993","-1","-1.02","-1.07","-0.48","-0.23","-1.12",""
"12/24/1993","-1.01","-1.04","-1.09","-0.5","-0.21","-1.11",""
"12/31/1993","-1.03","-1.04","-1.1","-0.52","-0.2","-1.11","-0.95"
"01/07/1994","-1.04","-1.04","-1.1","-0.54","-0.18","-1.1",""
"01/14/1994","-1.05","-1.03","-1.1","-0.56","-0.17","-1.09",""
"01/21/1994","-1.05","-1.01","-1.1","-0.58","-0.15","-1.09",""
"01/28/1994","-1.04","-1","-1.09","-0.59","-0.13","-1.08",""
"02/04/1994","-1.02","-0.98","-1.07","-0.6","-0.11","-1.07",""
"02/11/1994","-1","-0.95","-1.04","-0.61","-0.1","-1.07",""
"02/18/1994","-0.97","-0.92","-1","-0.61","-0.08","-1.06",""
"02/25/1994","-0.93","-0.88","-0.96","-0.61","-0.07","-1.05",""
"03/04/1994","-0.9","-0.83","-0.92","-0.61","-0.07","-1.04",""
"03/11/1994","-0.86","-0.78","-0.87","-0.6","-0.08","-1.03",""
"03/18/1994","-0.82","-0.73","-0.83","-0.59","-0.09","-1.02",""
"03/25/1994","-0.79","-0.68","-0.78","-0.58","-0.11","-1.01",""
"04/01/1994","-0.77","-0.65","-0.75","-0.56","-0.13","-1","-1.12"
"04/08/1994","-0.75","-0.63","-0.72","-0.54","-0.16","-0.99",""
"04/15/1994","-0.73","-0.62","-0.7","-0.53","-0.18","-0.98",""
"04/22/1994","-0.73","-0.62","-0.69","-0.51","-0.21","-0.97",""
"04/29/1994","-0.73","-0.61","-0.69","-0.48","-0.24","-0.96",""
"05/06/1994","-0.73","-0.61","-0.7","-0.46","-0.26","-0.95",""
"05/13/1994","-0.74","-0.62","-0.71","-0.44","-0.28","-0.93",""
"05/20/1994","-0.75","-0.63","-0.72","-0.43","-0.3","-0.92",""
"05/27/1994","-0.75","-0.66","-0.72","-0.41","-0.32","-0.91",""
"06/03/1994","-0.75","-0.68","-0.73","-0.4","-0.33","-0.9",""
"06/10/1994","-0.75","-0.68","-0.73","-0.39","-0.34","-0.89",""
"06/17/1994","-0.75","-0.67","-0.73","-0.38","-0.34","-0.88",""
"06/24/1994","-0.74","-0.65","-0.72","-0.37","-0.34","-0.86",""
"07/01/1994","-0.74","-0.63","-0.72","-0.37","-0.34","-0.85","-1.15"
"07/08/1994","-0.74","-0.62","-0.73","-0.37","-0.33","-0.84",""
"07/15/1994","-0.75","-0.63","-0.74","-0.37","-0.31","-0.83",""
"07/22/1994","-0.76","-0.66","-0.77","-0.37","-0.29","-0.81",""
"07/29/1994","-0.78","-0.69","-0.79","-0.37","-0.27","-0.8",""
"08/05/1994","-0.8","-0.73","-0.82","-0.38","-0.24","-0.79",""
"08/12/1994","-0.81","-0.76","-0.84","-0.38","-0.2","-0.77",""
"08/19/1994","-0.82","-0.79","-0.85","-0.38","-0.16","-0.76",""
"08/26/1994","-0.82","-0.8","-0.86","-0.39","-0.11","-0.74",""
"09/02/1994","-0.81","-0.79","-0.85","-0.39","-0.06","-0.73",""
"09/09/1994","-0.79","-0.75","-0.83","-0.4","-0","-0.72",""
"09/16/1994","-0.76","-0.7","-0.8","-0.4","0.05","-0.7",""
"09/23/1994","-0.73","-0.64","-0.76","-0.4","0.11","-0.69",""
"09/30/1994","-0.69","-0.57","-0.72","-0.4","0.16","-0.67","-1.28"
"10/07/1994","-0.66","-0.52","-0.69","-0.4","0.22","-0.66",""
"10/14/1994","-0.63","-0.48","-0.66","-0.39","0.27","-0.64",""
"10/21/1994","-0.62","-0.45","-0.64","-0.38","0.31","-0.63",""
"10/28/1994","-0.6","-0.44","-0.63","-0.37","0.35","-0.61",""
"11/04/1994","-0.59","-0.42","-0.61","-0.35","0.38","-0.6",""
"11/11/1994","-0.57","-0.4","-0.59","-0.34","0.4","-0.59",""
"11/18/1994","-0.54","-0.37","-0.57","-0.31","0.43","-0.58",""
"11/25/1994","-0.51","-0.32","-0.54","-0.29","0.44","-0.56",""
"12/02/1994","-0.48","-0.27","-0.51","-0.26","0.45","-0.55",""
"12/09/1994","-0.45","-0.22","-0.48","-0.24","0.45","-0.54",""
"12/16/1994","-0.42","-0.17","-0.45","-0.21","0.45","-0.53",""
"12/23/1994","-0.4","-0.14","-0.44","-0.19","0.43","-0.52",""
"12/30/1994","-0.4","-0.13","-0.44","-0.18","0.42","-0.51","-1.27"
"01/06/1995","-0.41","-0.15","-0.45","-0.17","0.4","-0.5",""
"01/13/1995","-0.44","-0.19","-0.48","-0.16","0.38","-0.49",""
"01/20/1995","-0.47","-0.25","-0.52","-0.16","0.35","-0.48",""
"01/27/1995","-0.51","-0.31","-0.57","-0.16","0.33","-0.47",""
"02/03/1995","-0.56","-0.38","-0.62","-0.16","0.3","-0.46",""
"02/10/1995","-0.59","-0.44","-0.66","-0.16","0.28","-0.44",""
"02/17/1995","-0.62","-0.48","-0.69","-0.17","0.26","-0.43",""
"02/24/1995","-0.64","-0.5","-0.72","-0.17","0.25","-0.42",""
"03/03/1995","-0.65","-0.51","-0.73","-0.18","0.23","-0.41",""
"03/10/1995","-0.66","-0.51","-0.74","-0.18","0.22","-0.39",""
"03/17/1995","-0.66","-0.5","-0.74","-0.18","0.21","-0.38",""
"03/24/1995","-0.66","-0.49","-0.74","-0.18","0.19","-0.36",""
"03/31/1995","-0.66","-0.48","-0.74","-0.19","0.17","-0.35","-1.34"
"04/07/1995","-0.66","-0.48","-0.74","-0.19","0.15","-0.33",""
"04/14/1995","-0.67","-0.49","-0.75","-0.19","0.13","-0.32",""
"04/21/1995","-0.68","-0.51","-0.76","-0.19","0.11","-0.3",""
"04/28/1995","-0.7","-0.54","-0.78","-0.2","0.09","-0.29",""
"05/05/1995","-0.72","-0.58","-0.8","-0.2","0.07","-0.28",""
"05/12/1995","-0.73","-0.62","-0.81","-0.21","0.05","-0.27",""
"05/19/1995","-0.75","-0.65","-0.82","-0.21","0.04","-0.26",""
"05/26/1995","-0.75","-0.68","-0.83","-0.22","0.03","-0.25",""
"06/02/1995","-0.75","-0.68","-0.83","-0.23","0.03","-0.24",""
"06/09/1995","-0.74","-0.67","-0.82","-0.23","0.03","-0.23",""
"06/16/1995","-0.73","-0.64","-0.8","-0.24","0.03","-0.23",""
"06/23/1995","-0.72","-0.62","-0.79","-0.25","0.04","-0.22",""
"06/30/1995","-0.71","-0.61","-0.78","-0.26","0.05","-0.22","-1.25"
"07/07/1995","-0.71","-0.6","-0.78","-0.26","0.05","-0.21",""
"07/14/1995","-0.71","-0.61","-0.78","-0.27","0.05","-0.21",""
"07/21/1995","-0.71","-0.62","-0.78","-0.27","0.04","-0.21",""
"07/28/1995","-0.71","-0.64","-0.78","-0.27","0.02","-0.21",""
"08/04/1995","-0.72","-0.65","-0.79","-0.27","-0.01","-0.21",""
"08/11/1995","-0.73","-0.66","-0.8","-0.26","-0.04","-0.22",""
"08/18/1995","-0.74","-0.67","-0.8","-0.26","-0.09","-0.22",""
"08/25/1995","-0.75","-0.68","-0.8","-0.25","-0.13","-0.22",""
"09/01/1995","-0.75","-0.68","-0.8","-0.24","-0.18","-0.22",""
"09/08/1995","-0.75","-0.67","-0.79","-0.23","-0.23","-0.23",""
"09/15/1995","-0.74","-0.66","-0.78","-0.23","-0.27","-0.23",""
"09/22/1995","-0.74","-0.64","-0.77","-0.22","-0.31","-0.24",""
"09/29/1995","-0.73","-0.62","-0.76","-0.22","-0.33","-0.24","-1.12"
"10/06/1995","-0.73","-0.61","-0.75","-0.22","-0.35","-0.25",""
"10/13/1995","-0.73","-0.6","-0.75","-0.22","-0.37","-0.25",""
"10/20/1995","-0.73","-0.61","-0.76","-0.22","-0.37","-0.25",""
"10/27/1995","-0.74","-0.63","-0.77","-0.21","-0.37","-0.26",""
"11/03/1995","-0.76","-0.65","-0.8","-0.21","-0.37","-0.26",""
"11/10/1995","-0.77","-0.68","-0.82","-0.2","-0.37","-0.26",""
"11/17/1995","-0.78","-0.7","-0.83","-0.19","-0.37","-0.26",""
"11/24/1995","-0.79","-0.71","-0.85","-0.19","-0.36","-0.26",""
"12/01/1995","-0.79","-0.72","-0.85","-0.18","-0.36","-0.26",""
"12/08/1995","-0.79","-0.72","-0.85","-0.18","-0.37","-0.26",""
"12/15/1995","-0.78","-0.7","-0.85","-0.17","-0.37","-0.26",""
"12/22/1995","-0.77","-0.68","-0.84","-0.18","-0.38","-0.25",""
"12/29/1995","-0.77","-0.68","-0.84","-0.18","-0.39","-0.25","-1.17"
"01/05/1996","-0.78","-0.68","-0.84","-0.19","-0.41","-0.25",""
"01/12/1996","-0.79","-0.71","-0.85","-0.2","-0.43","-0.24",""
"01/19/1996","-0.81","-0.75","-0.86","-0.21","-0.46","-0.24",""
"01/26/1996","-0.83","-0.8","-0.87","-0.23","-0.49","-0.23",""
"02/02/1996","-0.85","-0.84","-0.89","-0.25","-0.52","-0.23",""
"02/09/1996","-0.86","-0.87","-0.89","-0.26","-0.54","-0.23",""
"02/16/1996","-0.87","-0.87","-0.89","-0.28","-0.56","-0.22",""
"02/23/1996","-0.86","-0.85","-0.87","-0.29","-0.57","-0.22",""
"03/01/1996","-0.84","-0.82","-0.85","-0.3","-0.57","-0.22",""
"03/08/1996","-0.82","-0.79","-0.82","-0.31","-0.56","-0.21",""
"03/15/1996","-0.79","-0.76","-0.79","-0.32","-0.55","-0.21",""
"03/22/1996","-0.77","-0.74","-0.76","-0.32","-0.52","-0.21",""
"03/29/1996","-0.74","-0.71","-0.73","-0.32","-0.49","-0.2","-1.18"
"04/05/1996","-0.72","-0.69","-0.72","-0.31","-0.46","-0.2",""
"04/12/1996","-0.71","-0.66","-0.71","-0.31","-0.42","-0.2",""
"04/19/1996","-0.71","-0.65","-0.71","-0.3","-0.39","-0.2",""
"04/26/1996","-0.71","-0.64","-0.72","-0.3","-0.35","-0.2",""
"05/03/1996","-0.72","-0.65","-0.74","-0.3","-0.32","-0.2",""
"05/10/1996","-0.73","-0.68","-0.75","-0.3","-0.29","-0.2",""
"05/17/1996","-0.74","-0.7","-0.77","-0.3","-0.27","-0.2",""
"05/24/1996","-0.75","-0.71","-0.78","-0.3","-0.25","-0.2",""
"05/31/1996","-0.75","-0.7","-0.78","-0.3","-0.23","-0.2",""
"06/07/1996","-0.75","-0.67","-0.77","-0.31","-0.23","-0.2",""
"06/14/1996","-0.74","-0.64","-0.77","-0.31","-0.22","-0.21",""
"06/21/1996","-0.73","-0.61","-0.76","-0.32","-0.22","-0.21",""
"06/28/1996","-0.73","-0.59","-0.75","-0.32","-0.23","-0.21","-1.16"
"07/05/1996","-0.72","-0.59","-0.74","-0.33","-0.24","-0.21",""
"07/12/1996","-0.72","-0.6","-0.73","-0.33","-0.26","-0.21",""
"07/19/1996","-0.73","-0.61","-0.73","-0.34","-0.29","-0.21",""
"07/26/1996","-0.73","-0.63","-0.74","-0.34","-0.31","-0.21",""
"08/02/1996","-0.75","-0.64","-0.75","-0.35","-0.34","-0.2",""
"08/09/1996","-0.76","-0.66","-0.75","-0.35","-0.37","-0.2",""
"08/16/1996","-0.77","-0.67","-0.76","-0.36","-0.4","-0.2",""
"08/23/1996","-0.77","-0.67","-0.76","-0.36","-0.42","-0.19",""
"08/30/1996","-0.77","-0.66","-0.76","-0.36","-0.44","-0.19",""
"09/06/1996","-0.77","-0.63","-0.75","-0.36","-0.46","-0.18",""
"09/13/1996","-0.76","-0.61","-0.74","-0.36","-0.48","-0.17",""
"09/20/1996","-0.75","-0.59","-0.74","-0.35","-0.5","-0.16",""
"09/27/1996","-0.75","-0.58","-0.74","-0.35","-0.52","-0.15","-1.3"
"10/04/1996","-0.75","-0.6","-0.74","-0.34","-0.55","-0.14",""
"10/11/1996","-0.76","-0.64","-0.75","-0.33","-0.58","-0.13",""
"10/18/1996","-0.77","-0.7","-0.76","-0.33","-0.61","-0.12",""
"10/25/1996","-0.79","-0.76","-0.77","-0.32","-0.65","-0.11",""
"11/01/1996","-0.8","-0.82","-0.78","-0.32","-0.68","-0.1",""
"11/08/1996","-0.81","-0.87","-0.79","-0.32","-0.71","-0.09",""
"11/15/1996","-0.82","-0.89","-0.78","-0.32","-0.74","-0.08",""
"11/22/1996","-0.81","-0.89","-0.77","-0.32","-0.75","-0.07",""
"11/29/1996","-0.8","-0.88","-0.75","-0.32","-0.76","-0.06",""
"12/06/1996","-0.78","-0.85","-0.73","-0.32","-0.77","-0.06",""
"12/13/1996","-0.75","-0.83","-0.71","-0.32","-0.76","-0.05",""
"12/20/1996","-0.73","-0.81","-0.68","-0.31","-0.76","-0.04",""
"12/27/1996","-0.71","-0.79","-0.67","-0.3","-0.75","-0.03","-1.34"
"01/03/1997","-0.7","-0.79","-0.66","-0.29","-0.76","-0.02",""
"01/10/1997","-0.69","-0.78","-0.66","-0.28","-0.76","-0.02",""
"01/17/1997","-0.69","-0.77","-0.66","-0.27","-0.78","-0.01",""
"01/24/1997","-0.7","-0.78","-0.67","-0.26","-0.81","-0",""
"01/31/1997","-0.71","-0.79","-0.68","-0.26","-0.84","0",""
"02/07/1997","-0.73","-0.8","-0.69","-0.25","-0.88","0.01",""
"02/14/1997","-0.74","-0.81","-0.7","-0.25","-0.92","0.02",""
"02/21/1997","-0.75","-0.82","-0.7","-0.25","-0.95","0.02",""
"02/28/1997","-0.75","-0.8","-0.7","-0.24","-0.97","0.03",""
"03/07/1997","-0.75","-0.78","-0.69","-0.24","-0.99","0.03",""
"03/14/1997","-0.74","-0.74","-0.68","-0.23","-0.99","0.04",""
"03/21/1997","-0.72","-0.7","-0.67","-0.23","-0.98","0.05",""
"03/28/1997","-0.7","-0.66","-0.65","-0.23","-0.96","0.05","-1.48"
"04/04/1997","-0.68","-0.63","-0.63","-0.22","-0.93","0.06",""
"04/11/1997","-0.67","-0.59","-0.62","-0.22","-0.91","0.07",""
"04/18/1997","-0.66","-0.56","-0.6","-0.22","-0.88","0.07",""
"04/25/1997","-0.65","-0.53","-0.59","-0.22","-0.86","0.08",""
"05/02/1997","-0.64","-0.51","-0.58","-0.23","-0.84","0.09",""
"05/09/1997","-0.64","-0.5","-0.57","-0.23","-0.83","0.1",""
"05/16/1997","-0.64","-0.49","-0.56","-0.24","-0.82","0.1",""
"05/23/1997","-0.64","-0.48","-0.56","-0.24","-0.81","0.11",""
"05/30/1997","-0.64","-0.48","-0.56","-0.23","-0.81","0.12",""
"06/06/1997","-0.64","-0.47","-0.56","-0.23","-0.81","0.13",""
"06/13/1997","-0.64","-0.46","-0.57","-0.23","-0.81","0.14",""
"06/20/1997","-0.64","-0.46","-0.58","-0.22","-0.81","0.15",""
"06/27/1997","-0.64","-0.47","-0.59","-0.22","-0.8","0.16","-1.49"
"07/04/1997","-0.65","-0.49","-0.6","-0.22","-0.79","0.16",""
"07/11/1997","-0.66","-0.52","-0.61","-0.22","-0.77","0.17",""
"07/18/1997","-0.66","-0.54","-0.62","-0.23","-0.76","0.18",""
"07/25/1997","-0.67","-0.55","-0.62","-0.23","-0.76","0.19",""
"08/01/1997","-0.67","-0.55","-0.62","-0.24","-0.75","0.19",""
"08/08/1997","-0.67","-0.54","-0.61","-0.25","-0.75","0.2",""
"08/15/1997","-0.66","-0.53","-0.61","-0.26","-0.76","0.2",""
"08/22/1997","-0.66","-0.51","-0.59","-0.27","-0.78","0.2",""
"08/29/1997","-0.65","-0.49","-0.58","-0.27","-0.79","0.2",""
"09/05/1997","-0.65","-0.48","-0.56","-0.27","-0.81","0.21",""
"09/12/1997","-0.64","-0.47","-0.54","-0.28","-0.83","0.21",""
"09/19/1997","-0.63","-0.46","-0.52","-0.28","-0.85","0.21",""
"09/26/1997","-0.62","-0.44","-0.5","-0.27","-0.87","0.21","-1.6"
"10/03/1997","-0.6","-0.42","-0.48","-0.27","-0.88","0.21",""
"10/10/1997","-0.58","-0.4","-0.45","-0.27","-0.89","0.21",""
"10/17/1997","-0.56","-0.38","-0.42","-0.26","-0.89","0.21",""
"10/24/1997","-0.54","-0.36","-0.39","-0.25","-0.89","0.21",""
"10/31/1997","-0.51","-0.35","-0.36","-0.23","-0.88","0.21",""
"11/07/1997","-0.49","-0.35","-0.35","-0.21","-0.88","0.21",""
"11/14/1997","-0.48","-0.36","-0.34","-0.19","-0.87","0.21",""
"11/21/1997","-0.47","-0.38","-0.34","-0.17","-0.86","0.21",""
"11/28/1997","-0.47","-0.4","-0.35","-0.15","-0.85","0.22",""
"12/05/1997","-0.48","-0.43","-0.37","-0.14","-0.84","0.22",""
"12/12/1997","-0.49","-0.46","-0.4","-0.13","-0.83","0.23",""
"12/19/1997","-0.5","-0.48","-0.42","-0.13","-0.81","0.24",""
"12/26/1997","-0.52","-0.49","-0.45","-0.14","-0.79","0.25",""
"01/02/1998","-0.54","-0.49","-0.47","-0.16","-0.77","0.25","-1.57"
"01/09/1998","-0.55","-0.49","-0.5","-0.18","-0.75","0.26",""
"01/16/1998","-0.58","-0.5","-0.52","-0.21","-0.74","0.27",""
"01/23/1998","-0.6","-0.51","-0.54","-0.23","-0.73","0.28",""
"01/30/1998","-0.62","-0.53","-0.56","-0.25","-0.73","0.29",""
"02/06/1998","-0.63","-0.56","-0.57","-0.27","-0.73","0.3",""
"02/13/1998","-0.65","-0.58","-0.59","-0.28","-0.75","0.31",""
"02/20/1998","-0.66","-0.59","-0.6","-0.28","-0.77","0.32",""
"02/27/1998","-0.66","-0.58","-0.6","-0.28","-0.8","0.33",""
"03/06/1998","-0.66","-0.55","-0.6","-0.27","-0.83","0.34",""
"03/13/1998","-0.65","-0.52","-0.59","-0.26","-0.85","0.35",""
"03/20/1998","-0.65","-0.5","-0.58","-0.25","-0.87","0.35",""
"03/27/1998","-0.64","-0.49","-0.57","-0.25","-0.88","0.36","-1.54"
"04/03/1998","-0.63","-0.49","-0.56","-0.25","-0.88","0.37",""
"04/10/1998","-0.62","-0.49","-0.56","-0.25","-0.87","0.37",""
"04/17/1998","-0.62","-0.48","-0.55","-0.25","-0.85","0.38",""
"04/24/1998","-0.61","-0.47","-0.54","-0.24","-0.82","0.38",""
"05/01/1998","-0.61","-0.44","-0.54","-0.24","-0.79","0.38",""
"05/08/1998","-0.6","-0.43","-0.54","-0.23","-0.76","0.38",""
"05/15/1998","-0.6","-0.41","-0.54","-0.22","-0.73","0.38",""
"05/22/1998","-0.59","-0.41","-0.55","-0.2","-0.7","0.38",""
"05/29/1998","-0.58","-0.4","-0.55","-0.18","-0.67","0.38",""
"06/05/1998","-0.58","-0.39","-0.55","-0.16","-0.65","0.37",""
"06/12/1998","-0.57","-0.37","-0.56","-0.14","-0.63","0.37",""
"06/19/1998","-0.57","-0.35","-0.56","-0.12","-0.6","0.37",""
"06/26/1998","-0.57","-0.34","-0.56","-0.11","-0.56","0.36","-1.37"
"07/03/1998","-0.57","-0.33","-0.56","-0.1","-0.52","0.36",""
"07/10/1998","-0.57","-0.34","-0.56","-0.1","-0.46","0.35",""
"07/17/1998","-0.56","-0.36","-0.55","-0.1","-0.38","0.35",""
"07/24/1998","-0.55","-0.36","-0.54","-0.1","-0.3","0.34",""
"07/31/1998","-0.52","-0.35","-0.51","-0.09","-0.19","0.34",""
"08/07/1998","-0.48","-0.31","-0.48","-0.08","-0.09","0.34",""
"08/14/1998","-0.44","-0.25","-0.43","-0.07","0.03","0.33",""
"08/21/1998","-0.38","-0.18","-0.37","-0.05","0.13","0.33",""
"08/28/1998","-0.31","-0.12","-0.3","-0.02","0.23","0.33",""
"09/04/1998","-0.25","-0.06","-0.23","0.01","0.31","0.33",""
"09/11/1998","-0.18","0.01","-0.16","0.04","0.37","0.33",""
"09/18/1998","-0.12","0.1","-0.09","0.06","0.41","0.33",""
"09/25/1998","-0.07","0.19","-0.03","0.09","0.44","0.33",""
"10/02/1998","-0.02","0.29","0.02","0.12","0.46","0.34","-1.14"
"10/09/1998","0.01","0.37","0.06","0.14","0.46","0.34",""
"10/16/1998","0.02","0.4","0.07","0.16","0.46","0.34",""
"10/23/1998","0.01","0.36","0.06","0.17","0.46","0.34",""
"10/30/1998","-0.01","0.28","0.03","0.18","0.47","0.35",""
"11/06/1998","-0.04","0.19","-0.02","0.19","0.49","0.35",""
"11/13/1998","-0.07","0.11","-0.06","0.2","0.52","0.35",""
"11/20/1998","-0.1","0.07","-0.11","0.2","0.56","0.35",""
"11/27/1998","-0.13","0.05","-0.15","0.19","0.61","0.36",""
"12/04/1998","-0.14","0.04","-0.18","0.18","0.67","0.36",""
"12/11/1998","-0.16","0.03","-0.21","0.16","0.73","0.36",""
"12/18/1998","-0.18","0","-0.23","0.14","0.78","0.36",""
"12/25/1998","-0.2","-0.04","-0.25","0.11","0.83","0.37",""
"01/01/1999","-0.22","-0.08","-0.26","0.07","0.87","0.37","-1.13"
"01/08/1999","-0.23","-0.1","-0.27","0.04","0.89","0.37",""
"01/15/1999","-0.25","-0.11","-0.28","0.01","0.9","0.37",""
"01/22/1999","-0.27","-0.11","-0.3","-0.02","0.9","0.38",""
"01/29/1999","-0.29","-0.11","-0.31","-0.05","0.88","0.38",""
"02/05/1999","-0.31","-0.13","-0.33","-0.07","0.84","0.38",""
"02/12/1999","-0.33","-0.15","-0.35","-0.08","0.8","0.39",""
"02/19/1999","-0.35","-0.19","-0.36","-0.09","0.74","0.39",""
"02/26/1999","-0.37","-0.22","-0.38","-0.1","0.69","0.4",""
"03/05/1999","-0.39","-0.24","-0.39","-0.11","0.63","0.41",""
"03/12/1999","-0.4","-0.25","-0.4","-0.11","0.57","0.41",""
"03/19/1999","-0.41","-0.25","-0.41","-0.11","0.53","0.42",""
"03/26/1999","-0.42","-0.25","-0.42","-0.12","0.48","0.43",""
"04/02/1999","-0.42","-0.24","-0.42","-0.12","0.45","0.43","-1.1"
"04/09/1999","-0.42","-0.24","-0.43","-0.12","0.43","0.44",""
"04/16/1999","-0.43","-0.24","-0.43","-0.12","0.42","0.45",""
"04/23/1999","-0.43","-0.25","-0.43","-0.12","0.42","0.46",""
"04/30/1999","-0.44","-0.26","-0.44","-0.12","0.43","0.46",""
"05/07/1999","-0.44","-0.27","-0.44","-0.12","0.44","0.47",""
"05/14/1999","-0.43","-0.27","-0.44","-0.12","0.47","0.48",""
"05/21/1999","-0.42","-0.25","-0.43","-0.11","0.49","0.48",""
"05/28/1999","-0.41","-0.23","-0.42","-0.11","0.53","0.49",""
"06/04/1999","-0.39","-0.19","-0.4","-0.1","0.56","0.49",""
"06/11/1999","-0.37","-0.15","-0.38","-0.1","0.59","0.5",""
"06/18/1999","-0.35","-0.12","-0.36","-0.09","0.62","0.5",""
"06/25/1999","-0.33","-0.1","-0.33","-0.09","0.66","0.5",""
"07/02/1999","-0.31","-0.09","-0.3","-0.08","0.69","0.51","-0.9"
"07/09/1999","-0.29","-0.07","-0.27","-0.08","0.72","0.51",""
"07/16/1999","-0.26","-0.04","-0.23","-0.08","0.76","0.51",""
